,image_id,identity,path,date,split
0,0,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_1_0.jpg,2014-07-03,train
1,1,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_2_1.jpg,2014-07-03,train
2,2,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_3_2.jpg,2014-08-06,test
3,3,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_4_3.jpg,2014-08-06,train
4,4,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_5_4.jpg,2014-06-12,train
5,5,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_6_5.jpg,2014-06-12,test
6,6,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_7_6.jpg,2015-04-14,train
7,7,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_8_7.jpg,2014-09-18,train
8,8,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_9_8.jpg,2015-01-20,train
9,9,Dan,MacaqueFaces/Contrast/Dan/Macaque_Face_10_9.jpg,2015-01-20,train
10,10,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_11_10.jpg,2015-06-01,train
11,11,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_12_11.jpg,2014-07-03,train
12,12,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_13_12.jpg,2014-09-05,train
13,13,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_14_13.jpg,2014-08-06,train
14,14,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_15_14.jpg,2014-10-06,train
15,15,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_16_15.jpg,2015-06-08,train
16,16,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_17_16.jpg,2014-11-12,train
17,17,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_18_17.jpg,2014-08-26,train
18,18,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_19_18.jpg,2014-08-26,train
19,19,Dan,MacaqueFaces/Expression/Dan/Macaque_Face_20_19.jpg,2014-08-26,train
20,20,Dan,MacaqueFaces/Good/Dan/Macaque_Face_21_20.jpg,2014-12-04,train
21,21,Dan,MacaqueFaces/Good/Dan/Macaque_Face_22_21.jpg,2014-12-04,test
22,22,Dan,MacaqueFaces/Good/Dan/Macaque_Face_23_22.jpg,2014-12-04,train
23,23,Dan,MacaqueFaces/Good/Dan/Macaque_Face_24_23.jpg,2014-12-04,train
24,24,Dan,MacaqueFaces/Good/Dan/Macaque_Face_25_24.jpg,2014-12-04,train
25,25,Dan,MacaqueFaces/Good/Dan/Macaque_Face_26_25.jpg,2014-09-05,train
26,26,Dan,MacaqueFaces/Good/Dan/Macaque_Face_27_26.jpg,2014-09-05,test
27,27,Dan,MacaqueFaces/Good/Dan/Macaque_Face_28_27.jpg,2014-09-05,train
28,28,Dan,MacaqueFaces/Good/Dan/Macaque_Face_29_28.jpg,2014-09-05,train
29,29,Dan,MacaqueFaces/Good/Dan/Macaque_Face_30_29.jpg,2014-09-05,train
30,30,Dan,MacaqueFaces/Good/Dan/Macaque_Face_31_30.jpg,2014-08-06,test
31,31,Dan,MacaqueFaces/Good/Dan/Macaque_Face_32_31.jpg,2014-08-06,test
32,32,Dan,MacaqueFaces/Good/Dan/Macaque_Face_33_32.jpg,2014-08-06,train
33,33,Dan,MacaqueFaces/Good/Dan/Macaque_Face_34_33.jpg,2014-08-06,test
34,34,Dan,MacaqueFaces/Good/Dan/Macaque_Face_35_34.jpg,2014-08-06,train
35,35,Dan,MacaqueFaces/Good/Dan/Macaque_Face_36_35.jpg,2014-10-06,train
36,36,Dan,MacaqueFaces/Good/Dan/Macaque_Face_37_36.jpg,2014-10-06,train
37,37,Dan,MacaqueFaces/Good/Dan/Macaque_Face_38_37.jpg,2014-10-06,train
38,38,Dan,MacaqueFaces/Good/Dan/Macaque_Face_39_38.jpg,2014-10-06,test
39,39,Dan,MacaqueFaces/Good/Dan/Macaque_Face_40_39.jpg,2014-10-06,train
40,40,Dan,MacaqueFaces/Good/Dan/Macaque_Face_41_40.jpg,2014-10-06,train
41,41,Dan,MacaqueFaces/Good/Dan/Macaque_Face_42_41.jpg,2014-10-06,test
42,42,Dan,MacaqueFaces/Good/Dan/Macaque_Face_43_42.jpg,2014-10-06,train
43,43,Dan,MacaqueFaces/Good/Dan/Macaque_Face_44_43.jpg,2015-07-08,train
44,44,Dan,MacaqueFaces/Good/Dan/Macaque_Face_45_44.jpg,2015-07-08,train
45,45,Dan,MacaqueFaces/Good/Dan/Macaque_Face_46_45.jpg,2015-07-08,train
46,46,Dan,MacaqueFaces/Good/Dan/Macaque_Face_47_46.jpg,2014-11-12,train
47,47,Dan,MacaqueFaces/Good/Dan/Macaque_Face_48_47.jpg,2014-11-12,train
48,48,Dan,MacaqueFaces/Good/Dan/Macaque_Face_49_48.jpg,2014-11-12,train
49,49,Dan,MacaqueFaces/Good/Dan/Macaque_Face_50_49.jpg,2014-11-12,train
50,50,Dan,MacaqueFaces/Good/Dan/Macaque_Face_51_50.jpg,2014-07-16,train
51,51,Dan,MacaqueFaces/Good/Dan/Macaque_Face_52_51.jpg,2014-07-16,train
52,52,Dan,MacaqueFaces/Good/Dan/Macaque_Face_53_52.jpg,2014-07-16,train
53,53,Dan,MacaqueFaces/Good/Dan/Macaque_Face_54_53.jpg,2015-07-17,test
54,54,Dan,MacaqueFaces/Good/Dan/Macaque_Face_55_54.jpg,2015-07-17,train
55,55,Dan,MacaqueFaces/Good/Dan/Macaque_Face_56_55.jpg,2015-07-17,train
56,56,Dan,MacaqueFaces/Good/Dan/Macaque_Face_57_56.jpg,2014-09-18,train
57,57,Dan,MacaqueFaces/Good/Dan/Macaque_Face_58_57.jpg,2014-09-18,train
58,58,Dan,MacaqueFaces/Good/Dan/Macaque_Face_59_58.jpg,2014-09-18,train
59,59,Dan,MacaqueFaces/Good/Dan/Macaque_Face_60_59.jpg,2014-09-18,test
60,60,Dan,MacaqueFaces/Good/Dan/Macaque_Face_61_60.jpg,2014-09-18,test
61,61,Dan,MacaqueFaces/Good/Dan/Macaque_Face_62_61.jpg,2014-09-18,train
62,62,Dan,MacaqueFaces/Good/Dan/Macaque_Face_63_62.jpg,2014-09-18,train
63,63,Dan,MacaqueFaces/Good/Dan/Macaque_Face_64_63.jpg,2014-09-18,train
64,64,Dan,MacaqueFaces/Good/Dan/Macaque_Face_65_64.jpg,2014-09-18,train
65,65,Dan,MacaqueFaces/Good/Dan/Macaque_Face_66_65.jpg,2014-12-19,train
66,66,Dan,MacaqueFaces/Good/Dan/Macaque_Face_67_66.jpg,2014-12-19,train
67,67,Dan,MacaqueFaces/Good/Dan/Macaque_Face_68_67.jpg,2014-08-26,train
68,68,Dan,MacaqueFaces/Good/Dan/Macaque_Face_69_68.jpg,2014-08-26,train
69,69,Dan,MacaqueFaces/Good/Dan/Macaque_Face_70_69.jpg,2014-08-26,test
70,70,Dan,MacaqueFaces/Obscured/Dan/Macaque_Face_71_70.jpg,2014-09-05,train
71,71,Dan,MacaqueFaces/Obscured/Dan/Macaque_Face_72_71.jpg,2014-11-12,train
72,72,Dan,MacaqueFaces/Obscured/Dan/Macaque_Face_73_72.jpg,2014-07-16,test
