,image_id,identity,path,split
0,0000ef3f3f3ccd20,5,data/Vid2_0520_0000ef3f3f3ccd20.png,train
1,00024452851a343c,5,data/Vid2_0018_00024452851a343c.png,train
2,0002c4ff6deeae40,3,data/Vid1_0062_0002c4ff6deeae40.png,train
3,000444965a5463b1,4,data/Vid2_1065_000444965a5463b1.png,train
4,000e4b1f6c1b701a,3,data/Vid1_0851_000e4b1f6c1b701a.png,train
5,000f7fef50a68eb3,5,data/Vid2_0647_000f7fef50a68eb3.png,train
6,001446b650f38591,6,data/Vid2_0381_001446b650f38591.png,train
7,0016aff1a01a81e0,5,data/Vid2_0465_0016aff1a01a81e0.png,train
8,00173b45939baed2,2,data/Vid1_0582_00173b45939baed2.png,test
9,002c140dae755f2a,5,data/Vid2_0028_002c140dae755f2a.png,train
10,002c38a6094cf905,5,data/Vid2_0208_002c38a6094cf905.png,test
11,002c9326a8c809ed,6,data/Vid2_0819_002c9326a8c809ed.png,train
12,00319f7d6e8bbe6f,1,data/Vid1_0244_00319f7d6e8bbe6f.png,train
13,005443dd5197db14,6,data/Vid2_0025_005443dd5197db14.png,train
14,0055e7195cdf8453,5,data/Vid2_0453_0055e7195cdf8453.png,train
15,0073807287e0da32,4,data/Vid2_0961_0073807287e0da32.png,train
16,0097ff52a5c42290,6,data/Vid2_0164_0097ff52a5c42290.png,train
17,00a1e35bdab130fa,1,data/Vid1_0558_00a1e35bdab130fa.png,train
18,00b04bbf89fa1f10,3,data/Vid1_0474_00b04bbf89fa1f10.png,train
19,00b250596553a0b2,5,data/Vid2_0318_00b250596553a0b2.png,train
20,00b3eb1094ba8151,3,data/Vid1_0441_00b3eb1094ba8151.png,train
21,00c8d86091ddcac5,1,data/Vid1_0639_00c8d86091ddcac5.png,test
22,00d68ec66322f62e,2,data/Vid1_0971_00d68ec66322f62e.png,train
23,00df6974bd49ed8d,6,data/Vid2_0941_00df6974bd49ed8d.png,train
24,00e142e1c6e0457a,6,data/Vid2_1087_00e142e1c6e0457a.png,train
25,00e2deefc3c60ea3,4,data/Vid2_0856_00e2deefc3c60ea3.png,train
26,00e6d75426d28efb,3,data/Vid1_0310_00e6d75426d28efb.png,train
27,00f760417c88df34,4,data/Vid2_0535_00f760417c88df34.png,train
28,010496359d1f3187,6,data/Vid2_0709_010496359d1f3187.png,train
