,image_id,identity,path,split
0,000408498f926bc6,16,atrw_detection_test/test/2639_000408498f926bc6.jpg,train
1,0004d0b59e19461f,34,atrw_reid_train/train/001970_0004d0b59e19461f.jpg,train
2,000871c1fc726f0b,177,atrw_reid_train/train/004612_000871c1fc726f0b.jpg,train
3,0031e80738c8832c,18,atrw_detection_test/test/1645_0031e80738c8832c.jpg,train
4,00411460f7c92d21,112,atrw_reid_test/test/000363_00411460f7c92d21.jpg,test
5,0060ef47b12160b9,18,atrw_reid_test/test/003492_0060ef47b12160b9.jpg,train
6,006f52e9102a8d3b,19,atrw_reid_test/test/000168_006f52e9102a8d3b.jpg,train
7,007d4a1214289aea,144,atrw_reid_test/test/004713_007d4a1214289aea.jpg,train
8,0084ae4bc24c0795,177,atrw_reid_train/train/003373_0084ae4bc24c0795.jpg,test
9,008bd5ad93b754d5,153,atrw_reid_train/train/001994_008bd5ad93b754d5.jpg,train
10,008dfb21aed7bd00,205,atrw_detection_test/test/0925_008dfb21aed7bd00.jpg,test
11,00ac8ed3b4327bdd,147,atrw_reid_test/test/000610_00ac8ed3b4327bdd.jpg,train
12,00b76fddeaaa7d8c,208,atrw_reid_train/train/004497_00b76fddeaaa7d8c.jpg,test
13,00e8761f2b741372,166,atrw_detection_test/test/1054_00e8761f2b741372.jpg,train
14,00ec53c4682d36f5,27,atrw_reid_train/train/000381_00ec53c4682d36f5.jpg,test
15,01161aaa0b6d1345,243,atrw_reid_train/train/000236_01161aaa0b6d1345.jpg,train
16,01386bd6d8e091c2,109,atrw_reid_train/train/000348_01386bd6d8e091c2.jpg,train
17,015e319335484610,163,atrw_reid_test/test/004029_015e319335484610.jpg,train
18,0163a9167f8826b4,169,atrw_detection_test/test/3933_0163a9167f8826b4.jpg,train
19,01882513d5fa7c32,178,atrw_reid_train/train/000899_01882513d5fa7c32.jpg,test
20,0188e8b8b014829e,270,atrw_reid_test/test/001195_0188e8b8b014829e.jpg,train
21,0189caa552598b84,96,atrw_reid_train/train/002045_0189caa552598b84.jpg,train
22,018b59ce1fd616d8,12,atrw_reid_train/train/001283_018b59ce1fd616d8.jpg,train
23,018dd1e07a2de4a0,234,atrw_reid_test/test/003550_018dd1e07a2de4a0.jpg,train
24,01931a6925d3de09,250,atrw_reid_train/train/002113_01931a6925d3de09.jpg,train
25,019d385eb67632a7,211,atrw_reid_train/train/000433_019d385eb67632a7.jpg,train
26,019f8b946a256d93,156,atrw_reid_test/test/003125_019f8b946a256d93.jpg,test
27,01c37c7e6ed76eaa,190,atrw_detection_test/test/1090_01c37c7e6ed76eaa.jpg,test
28,01d8bae291b1e472,4,atrw_reid_test/test/001457_01d8bae291b1e472.jpg,train
29,01e00f2f4bfcbb75,193,atrw_reid_test/test/001700_01e00f2f4bfcbb75.jpg,train
30,01f78be6f7cad026,240,atrw_reid_train/train/000550_01f78be6f7cad026.jpg,train
31,020a27c5036cf526,156,atrw_detection_test/test/1500_020a27c5036cf526.jpg,train
32,020bf2c45e7bb322,57,atrw_reid_train/train/002419_020bf2c45e7bb322.jpg,test
33,020c8bfac8de160d,10,atrw_reid_test/test/001559_020c8bfac8de160d.jpg,train
34,02114a6e2abe7d76,112,atrw_detection_test/test/0420_02114a6e2abe7d76.jpg,train
35,02180771a9b609a2,169,atrw_reid_test/test/002951_02180771a9b609a2.jpg,train
36,021d47d238994ddb,103,atrw_detection_test/test/1638_021d47d238994ddb.jpg,train
37,022400dffec5b447,97,atrw_reid_train/train/004843_022400dffec5b447.jpg,train
38,0233f3bb964cf325,261,atrw_reid_train/train/002262_0233f3bb964cf325.jpg,train
39,024828b3ab7949f7,120,atrw_detection_test/test/0291_024828b3ab7949f7.jpg,test
40,024e62bb64490e0d,169,atrw_detection_test/test/4328_024e62bb64490e0d.jpg,train
41,0266e33d3f546cb5,246,atrw_reid_train/train/000245_0266e33d3f546cb5.jpg,train
42,026a39ae63343c68,172,atrw_reid_train/train/002593_026a39ae63343c68.jpg,train
43,027e3ffc309ea89d,70,atrw_detection_test/test/4221_027e3ffc309ea89d.jpg,train
