,image_id,identity,path,split
0,ID_0014D1K8,t_id_fqDgMhDd,images/ID_0014D1K8_ID_0014D1K8.JPG,train
1,ID_001DWTZB,t_id_5XR47555,images/ID_001DWTZB_ID_001DWTZB.JPG,train
2,ID_009TNNQ8,t_id_Kf73l69A,images/ID_009TNNQ8_ID_009TNNQ8.JPG,train
3,ID_00CWHTC5,t_id_jmfZG8Mw,images/ID_00CWHTC5_ID_00CWHTC5.JPG,train
4,ID_00JE9D7C,t_id_3JFrWhUV,images/ID_00JE9D7C_ID_00JE9D7C.JPG,train
5,ID_00KOI3T9,t_id_2gjH6Omt,images/ID_00KOI3T9_ID_00KOI3T9.JPG,train
6,ID_00PG3JIF,t_id_yuiplDyM,images/ID_00PG3JIF_ID_00PG3JIF.JPG,train
7,ID_00PJC6LP,t_id_tgnFxvDK,images/ID_00PJC6LP_ID_00PJC6LP.JPG,train
8,ID_00QU0R9L,t_id_6lV7RN8m,images/ID_00QU0R9L_ID_00QU0R9L.JPG,train
9,ID_00RQJ3A2,t_id_REJ338G5,images/ID_00RQJ3A2_ID_00RQJ3A2.JPG,test
10,ID_010A33G6,t_id_eb8speoy,images/ID_010A33G6_ID_010A33G6.JPG,test
11,ID_010JDNBL,t_id_GrxmyS59,images/ID_010JDNBL_ID_010JDNBL.JPG,train
12,ID_016QM9C4,t_id_OQWezplf,images/ID_016QM9C4_ID_016QM9C4.JPG,train
13,ID_01F4EYYX,t_id_k5EhbkNO,images/ID_01F4EYYX_ID_01F4EYYX.JPG,test
14,ID_01ISGKCJ,t_id_jzoSWkaG,images/ID_01ISGKCJ_ID_01ISGKCJ.JPG,train
15,ID_01JBEPXJ,t_id_nRDs0zQt,images/ID_01JBEPXJ_ID_01JBEPXJ.JPG,train
16,ID_01L54J3D,t_id_d6aYXtor,images/ID_01L54J3D_ID_01L54J3D.JPG,test
17,ID_01SE9ZJG,t_id_uD5Iotdh,images/ID_01SE9ZJG_ID_01SE9ZJG.JPG,train
18,ID_01TKF5IS,t_id_pNDyAp0X,images/ID_01TKF5IS_ID_01TKF5IS.JPG,train
19,ID_01UB983A,t_id_01N0gNOT,images/ID_01UB983A_ID_01UB983A.JPG,train
20,ID_01V72ODX,t_id_HxxqrdTx,images/ID_01V72ODX_ID_01V72ODX.JPG,train
21,ID_01VIP90N,t_id_8F97J2A1,images/ID_01VIP90N_ID_01VIP90N.JPG,train
22,ID_02445SY2,t_id_GrxmyS59,images/ID_02445SY2_ID_02445SY2.JPG,train
23,ID_026RZIZ9,t_id_hRzOoJ2t,images/ID_026RZIZ9_ID_026RZIZ9.JPG,train
24,ID_027Q8Y4L,t_id_NBRQwrd6,images/ID_027Q8Y4L_ID_027Q8Y4L.JPG,test
25,ID_029UMC8U,t_id_GjMbpCfw,images/ID_029UMC8U_ID_029UMC8U.JPG,train
26,ID_02B3GRG1,t_id_kN0ca68K,images/ID_02B3GRG1_ID_02B3GRG1.JPG,train
27,ID_02I3V28Y,t_id_rZDVvIzf,images/ID_02I3V28Y_ID_02I3V28Y.JPG,train
28,ID_02MYIFKJ,t_id_2vME1bGI,images/ID_02MYIFKJ_ID_02MYIFKJ.JPG,train
29,ID_02VN7VYT,t_id_U1gh4ghL,images/ID_02VN7VYT_ID_02VN7VYT.JPG,train
30,ID_031OAYHS,t_id_Fdv0bBEP,images/ID_031OAYHS_ID_031OAYHS.JPG,train
31,ID_034NM5S5,t_id_mUByfFPO,images/ID_034NM5S5_ID_034NM5S5.JPG,train
32,ID_03CWP10Y,t_id_UVnltvSp,images/ID_03CWP10Y_ID_03CWP10Y.JPG,test
33,ID_03D5B3XV,t_id_SVDM8sba,images/ID_03D5B3XV_ID_03D5B3XV.JPG,train
34,ID_03ESTDDH,t_id_BKe1VFeR,images/ID_03ESTDDH_ID_03ESTDDH.JPG,test
35,ID_03HIO37A,t_id_8vEFBm5v,images/ID_03HIO37A_ID_03HIO37A.JPG,train
36,ID_03KQ1H1S,t_id_kzMIo9Vu,images/ID_03KQ1H1S_ID_03KQ1H1S.JPG,test
37,ID_03MXXTLJ,t_id_GVPngzdK,images/ID_03MXXTLJ_ID_03MXXTLJ.JPG,train
38,ID_03QDH152,unknown,images/ID_03QDH152_ID_03QDH152.JPG,
39,ID_03TF9POG,t_id_piXVUDLR,images/ID_03TF9POG_ID_03TF9POG.JPG,train
40,ID_03X725GU,t_id_94xxqCBH,images/ID_03X725GU_ID_03X725GU.JPG,train
41,ID_03YWXCW1,t_id_KCRTminN,images/ID_03YWXCW1_ID_03YWXCW1.JPG,train
42,ID_043BOZTN,t_id_GqJWWT1e,images/ID_043BOZTN_ID_043BOZTN.JPG,train
43,ID_04DSD8ZP,unknown,images/ID_04DSD8ZP_ID_04DSD8ZP.JPG,
44,ID_04L2W41W,t_id_RDv3jcgj,images/ID_04L2W41W_ID_04L2W41W.JPG,test
45,ID_04L5RFL5,t_id_9nr22yxk,images/ID_04L5RFL5_ID_04L5RFL5.JPG,test
46,ID_04LIX78Y,t_id_dhdJMT1K,images/ID_04LIX78Y_ID_04LIX78Y.JPG,train
47,ID_04LIZUR1,t_id_IMYHIjJd,images/ID_04LIZUR1_ID_04LIZUR1.JPG,train
48,ID_04M5W3B6,t_id_Ce8J0NID,images/ID_04M5W3B6_ID_04M5W3B6.JPG,train
49,ID_04O4O351,t_id_xxURmd3p,images/ID_04O4O351_ID_04O4O351.JPG,test
50,ID_04OJKJCX,t_id_MwnEYfqe,images/ID_04OJKJCX_ID_04OJKJCX.JPG,train
51,ID_04REX8PR,t_id_mYMZi99k,images/ID_04REX8PR_ID_04REX8PR.JPG,train
52,ID_04T5F6GD,t_id_q8Bc7DuO,images/ID_04T5F6GD_ID_04T5F6GD.JPG,train
53,ID_04WWASZA,t_id_9fzItukM,images/ID_04WWASZA_ID_04WWASZA.JPG,train
54,ID_051XWLVG,t_id_kTroP2uh,images/ID_051XWLVG_ID_051XWLVG.JPG,train
55,ID_05DAELYJ,t_id_6xPyJIUw,images/ID_05DAELYJ_ID_05DAELYJ.JPG,train
56,ID_05M659H9,t_id_DpytUgk7,images/ID_05M659H9_ID_05M659H9.JPG,train
57,ID_05OAB9HN,t_id_fjHGjp1w,images/ID_05OAB9HN_ID_05OAB9HN.JPG,test
58,ID_05P6PWBG,t_id_U3tmFSWM,images/ID_05P6PWBG_ID_05P6PWBG.JPG,test
59,ID_05TGI031,t_id_MwnEYfqe,images/ID_05TGI031_ID_05TGI031.JPG,test
60,ID_05ZS9OWP,t_id_Owed8x3t,images/ID_05ZS9OWP_ID_05ZS9OWP.JPG,train
61,ID_0696GHDD,t_id_toxwHfZ7,images/ID_0696GHDD_ID_0696GHDD.JPG,test
62,ID_06FRODTD,t_id_Yg6VA5hq,images/ID_06FRODTD_ID_06FRODTD.JPG,test
63,ID_06PBPCC2,t_id_CB9GKQw3,images/ID_06PBPCC2_ID_06PBPCC2.JPG,test
64,ID_06S2657F,t_id_2TDLRrJZ,images/ID_06S2657F_ID_06S2657F.JPG,train
